X,Y,publicaddress,caseNumber,precinct,reportedDate,timestamp,reportedTime,beginDate,timestamp,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.24735431,44.9386287,0035XX CEDAR AVE S,MP2020147502        ,3,5/31/20,00:00:00+00,1128,5/28/20,00:00:00+00,2020/05/31 16:28:00+00,1800,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/31 00:00:00+00,20991,-93.247363,44.9386332,-10380248,5611865,Corcoran,2020/05/31 00:00:00+00,2020/06/02 07:00:13+00,17622
-93.27094407,44.94835056,0003XX LAKE ST E,MP2020147457        ,3,5/31/20,00:00:00+00,1034,5/29/20,00:00:00+00,2020/05/31 15:34:00+00,330,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/31 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Phillips West,2020/05/31 00:00:00+00,2020/06/02 07:00:13+00,17620
-93.22637865,44.94836963,0031XX LAKE ST E,MP2020147165        ,3,5/31/20,00:00:00+00,422,5/31/20,00:00:00+00,2020/05/31 09:22:00+00,119,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/31 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/06/02 00:00:00+00,2020/06/03 07:03:29+00,17609
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2020146923        ,3,43982,00:00:00+00,418,43981,00:00:00+00,2020/05/31 09:18:00+00,31,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/31 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/06/04 00:00:00+00,2020/06/05 07:02:45+00,17604
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020146572        ,3,5/30/20,00:00:00+00,1623,5/29/20,00:00:00+00,2020/05/30 21:23:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/05/31 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/31 00:00:00+00,2020/06/02 07:00:13+00,17602
-93.27347732,44.94835056,0002XX LAKE ST E,MP2020146219        ,3,5/30/20,00:00:00+00,1400,5/30/20,00:00:00+00,2020/05/30 19:00:00+00,30,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/30 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Central,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13392
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP2020146446        ,3,5/30/20,00:00:00+00,1300,5/30/20,00:00:00+00,2020/05/30 18:00:00+00,400,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/30 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13407
-93.2472555,44.96897146,0004XX CEDAR AVE S,MP2020146323        ,1,5/30/20,00:00:00+00,1144,5/30/20,00:00:00+00,2020/05/30 16:44:00+00,700,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/30 00:00:00+00,14908,-93.2472583,44.96897465,-10380237,5616638,Cedar Riverside,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13403
-93.22774409,44.94836963,0030XX LAKE ST E,MP2020145258        ,3,5/30/20,00:00:00+00,626,5/27/20,00:00:00+00,2020/05/30 11:26:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/30 00:00:00+00,16972,-93.22774843,44.94837476,-10378065,5613397,Longfellow,2020/06/11 00:00:00+00,2020/06/12 07:00:19+00,13366
-93.23947609,44.94836327,0022XX LAKE ST E,MP2020144493        ,3,5/29/20,00:00:00+00,1755,5/29/20,00:00:00+00,2020/05/29 22:55:00+00,100,ASLT1   ,ASLT-GREAT BODILY HM          ,5,2020/05/30 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2020/05/31 00:00:00+00,2020/06/02 07:00:13+00,13357
-93.22637865,44.94836963,0031XX LAKE ST E,MP2020144082        ,3,5/29/20,00:00:00+00,1714,5/28/20,00:00:00+00,2020/05/29 22:14:00+00,2021,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/28 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/05/31 00:00:00+00,2020/06/01 07:00:17+00,13354
-93.27347732,44.94835056,0002XX LAKE ST E,MP2020144939        ,3,5/29/20,00:00:00+00,1413,5/28/20,00:00:00+00,2020/05/29 19:13:00+00,2200,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Central,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8035
-93.23078938,44.94836963,0028XX LAKE ST E,MP2020145112        ,3,5/29/20,00:00:00+00,1101,5/27/20,00:00:00+00,2020/05/29 16:01:00+00,1600,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,17469,-93.23079496,44.94837304,-10378404,5613397,Longfellow,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8052
-93.2159043,44.9483442,0039XX LAKE ST E,MP2020144970        ,3,5/29/20,00:00:00+00,1019,5/28/20,00:00:00+00,2020/05/29 15:19:00+00,0,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,20591,-93.21591152,44.94834651,-10376747,5613393,Cooper,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8039
-93.26457502,44.94835056,0007XX LAKE ST E,MP2020144935        ,3,5/29/20,00:00:00+00,937,5/29/20,00:00:00+00,2020/05/29 14:37:00+00,100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Central,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8034
-93.24932162,44.94836327,0017XX LAKE ST E,MP2020145036        ,3,5/29/20,00:00:00+00,918,5/29/20,00:00:00+00,2020/05/29 14:18:00+00,35,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,21923,-93.24932366,44.94836921,-10380467,5613396,East Phillips,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8046
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP2020144279        ,1,5/29/20,00:00:00+00,148,5/28/20,00:00:00+00,2020/05/29 06:48:00+00,2320,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8016
-93.2159043,44.9483442,0039XX LAKE ST E,MP2020142941        ,3,5/28/20,00:00:00+00,1922,5/27/20,00:00:00+00,2020/05/29 00:22:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,20591,-93.21591152,44.94834651,-10376747,5613393,Cooper,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4141
-93.22500423,44.94836327,0032XX LAKE ST E,MP2020143917        ,3,5/28/20,00:00:00+00,1919,5/27/20,00:00:00+00,2020/05/29 00:19:00+00,2230,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,14409,-93.22500663,44.94836922,-10377760,5613396,Longfellow,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8006
-93.22774409,44.94836963,0030XX LAKE ST E,MP2020142944        ,3,5/28/20,00:00:00+00,1904,5/27/20,00:00:00+00,2020/05/29 00:04:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,16972,-93.22774843,44.94837476,-10378065,5613397,Longfellow,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13340
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020143964        ,3,5/28/20,00:00:00+00,1845,5/28/20,00:00:00+00,2020/05/28 23:45:00+00,1800,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/30 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13351
-93.25058825,44.94836327,0016XX LAKE ST E,MP2020143990        ,3,5/28/20,00:00:00+00,1831,5/27/20,00:00:00+00,2020/05/28 23:31:00+00,2300,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2020/05/30 00:00:00+00,21924,-93.25059333,44.94836761,-10380608,5613396,Powderhorn Park,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13352
-93.25821495,44.94835691,0011XX LAKE ST E,MP2020143559        ,3,5/28/20,00:00:00+00,1411,5/27/20,00:00:00+00,2020/05/28 19:11:00+00,1800,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/29 00:00:00+00,20180,-93.2582231,44.9483604,-10381457,5613395,Powderhorn Park,2020/05/29 00:00:00+00,2020/06/02 07:00:13+00,8004
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020143733        ,3,5/28/20,00:00:00+00,1405,5/27/20,00:00:00+00,2020/05/28 19:05:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/05/28 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/29 00:00:00+00,2020/05/30 07:00:21+00,4178
-93.24804602,44.94836963,0018XX LAKE ST E,MP2020142850        ,3,5/28/20,00:00:00+00,1400,5/27/20,00:00:00+00,2020/05/28 19:00:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21925,-93.24804949,44.94837021,-10380325,5613397,Powderhorn Park,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4133
-93.24131763,44.94836963,0021XX LAKE ST E,MP2020143392        ,3,5/28/20,00:00:00+00,1337,5/27/20,00:00:00+00,2020/05/28 18:37:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4150
-93.23947609,44.94836327,0022XX LAKE ST E,MP2020142889        ,3,5/28/20,00:00:00+00,1332,5/27/20,00:00:00+00,2020/05/28 18:32:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4137
-93.26457502,44.94835056,0007XX LAKE ST E,MP2020143557        ,3,5/28/20,00:00:00+00,1318,5/27/20,00:00:00+00,2020/05/28 18:18:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Central,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4170
-93.27347732,44.94835056,0002XX LAKE ST E,MP2020143701        ,3,5/28/20,00:00:00+00,1259,5/27/20,00:00:00+00,2020/05/28 17:59:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/05/28 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Phillips West,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4177
-93.26457502,44.94835056,0007XX LAKE ST E,MP2020142791        ,3,5/28/20,00:00:00+00,1258,5/27/20,00:00:00+00,2020/05/28 17:58:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Phillips West,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4131
-93.26711725,44.94835056,0006XX LAKE ST E,MP2020142887        ,3,5/28/20,00:00:00+00,1242,5/27/20,00:00:00+00,2020/05/28 17:42:00+00,1845,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21577,-93.26712512,44.94835162,-10382448,5613394,Central,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4136
-93.25186386,44.94836327,0015XX LAKE ST E,MP2020142897        ,3,5/28/20,00:00:00+00,1242,5/27/20,00:00:00+00,2020/05/28 17:42:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21922,-93.25186442,44.94836706,-10380750,5613396,East Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4139
-93.26965948,44.94835056,0004XX LAKE ST E,MP2020143587        ,3,5/28/20,00:00:00+00,1216,5/26/20,00:00:00+00,2020/05/28 17:16:00+00,1200,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19130,-93.26966558,44.94835107,-10382731,5613394,Central,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4171
-93.27094407,44.94835056,0003XX LAKE ST E,MP2020143007        ,3,5/28/20,00:00:00+00,1215,5/27/20,00:00:00+00,2020/05/28 17:15:00+00,2310,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Central,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4142
-93.25821495,44.94835691,0011XX LAKE ST E,MP2020142884        ,3,5/28/20,00:00:00+00,1159,5/27/20,00:00:00+00,2020/05/28 16:59:00+00,2000,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,20180,-93.2582231,44.9483604,-10381457,5613395,Midtown Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4135
-93.22774409,44.94836963,0030XX LAKE ST E,MP2020143438        ,3,5/28/20,00:00:00+00,1059,5/27/20,00:00:00+00,2020/05/28 15:59:00+00,1045,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,16972,-93.22774843,44.94837476,-10378065,5613397,Longfellow,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4154
-93.27602854,44.94835056,0001XX LAKE ST E,MP2020142880        ,5,5/28/20,00:00:00+00,1031,5/27/20,00:00:00+00,2020/05/28 15:31:00+00,1700,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19101,-93.2760326,44.94835309,-10383440,5613394,Whittier,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4134
-93.2556817,44.94836327,0013XX LAKE ST E,MP2020143552        ,3,5/28/20,00:00:00+00,1019,5/27/20,00:00:00+00,2020/05/28 15:19:00+00,2200,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,20182,-93.25568226,44.94836352,-10381175,5613396,Powderhorn Park,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4169
-93.26965948,44.94835056,0004XX LAKE ST E,MP2020143511        ,3,5/28/20,00:00:00+00,943,5/27/20,00:00:00+00,2020/05/28 14:43:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19130,-93.26966558,44.94835107,-10382731,5613394,Central,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4166
-93.2323794,44.94836963,0027XX LAKE ST E,MP2020142802        ,3,5/28/20,00:00:00+00,941,5/27/20,00:00:00+00,2020/05/28 14:41:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4132
-93.25186386,44.94836327,0015XX LAKE ST E,MP2020142739        ,3,5/28/20,00:00:00+00,919,5/27/20,00:00:00+00,2020/05/28 14:19:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,21922,-93.25186442,44.94836706,-10380750,5613396,East Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4127
-93.26203279,44.94835691,0008XX LAKE ST E,MP2020142764        ,3,5/28/20,00:00:00+00,805,5/27/20,00:00:00+00,2020/05/28 13:05:00+00,2000,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Midtown Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4129
-93.25440609,44.94836327,0014XX LAKE ST E,MP2020143457        ,3,5/28/20,00:00:00+00,751,5/28/20,00:00:00+00,2020/05/28 12:51:00+00,500,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/28 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Midtown Phillips,2020/05/28 00:00:00+00,2020/05/29 07:00:15+00,4156
-93.26965948,44.94835056,0004XX LAKE ST E,MP2020143076        ,3,5/28/20,00:00:00+00,307,5/28/20,00:00:00+00,2020/05/28 08:07:00+00,0,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/29 00:00:00+00,19130,-93.26966558,44.94835107,-10382731,5613394,Central,2020/05/31 00:00:00+00,2020/06/02 07:00:13+00,7990
-93.2107839,44.9483442,0043XX LAKE ST E,MP2020143175        ,3,5/28/20,00:00:00+00,141,5/27/20,00:00:00+00,2020/05/28 06:41:00+00,2330,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/30 00:00:00+00,14494,-93.2107897,44.94834439,-10376177,5613393,Cooper,2020/05/30 00:00:00+00,2020/06/02 07:00:13+00,13342
-93.2323794,44.94836963,0027XX LAKE ST E,MP2020143133        ,3,5/28/20,00:00:00+00,55,5/27/20,00:00:00+00,2020/05/28 05:55:00+00,2300,ASLT4   ,ASLT4-LESS THAN SUBST HARM    ,5,2020/06/11 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2020/06/11 00:00:00+00,2020/06/12 07:00:19+00,4279
-93.25186386,44.94836327,0015XX LAKE ST E,MP2020142758        ,3,5/27/20,00:00:00+00,1657,5/27/20,00:00:00+00,2020/05/27 21:57:00+00,436,MURDR   ,MURDER (GENERAL)              ,1,2020/05/28 00:00:00+00,21922,-93.25186442,44.94836706,-10380750,5613396,East Phillips,2020/06/02 00:00:00+00,2020/06/03 07:03:29+00,4128
-93.23372687,44.94836963,0026XX LAKE ST E,MP2020142258        ,3,5/27/20,00:00:00+00,1141,5/26/20,00:00:00+00,2020/05/27 16:41:00+00,2300,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/27 00:00:00+00,19098,-93.23372946,44.94837404,-10378731,5613397,Longfellow,2020/05/27 00:00:00+00,2020/05/29 07:00:15+00,4110
-93.24731838,44.92780492,0041XX CEDAR AVE S,MP2020142143        ,3,5/27/20,00:00:00+00,905,5/26/20,00:00:00+00,2020/05/27 14:05:00+00,1600,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/27 00:00:00+00,12017,-93.24732578,44.92781003,-10380244,5610163,Standish,2020/05/27 00:00:00+00,2020/05/29 07:00:15+00,4105
-93.2323794,44.94836963,0027XX LAKE ST E,MP2020141969        ,3,5/27/20,00:00:00+00,508,5/27/20,00:00:00+00,2020/05/27 10:08:00+00,100,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/27 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2020/05/27 00:00:00+00,2020/05/29 07:00:15+00,4096
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP2020702893        ,3,5/26/20,00:00:00+00,1358,5/26/20,00:00:00+00,2020/05/26 18:58:00+00,1330,THEFT   ,OTHER THEFT                   ,7,2020/05/27 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2020/05/27 00:00:00+00,2020/05/29 07:00:15+00,4194
-93.25694832,44.94835691,0012XX LAKE ST E,MP2020141200        ,3,5/26/20,00:00:00+00,1024,5/21/20,00:00:00+00,2020/05/26 15:24:00+00,1200,THFTSW  ,THEFT BY SWINDLE              ,7,2020/05/26 00:00:00+00,20181,-93.2569536,44.94836326,-10381316,5613395,Powderhorn Park,2020/05/26 00:00:00+00,2020/05/27 07:00:18+00,39319
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020140425        ,3,5/25/20,00:00:00+00,1547,5/25/20,00:00:00+00,2020/05/25 20:47:00+00,1230,THEFT   ,OTHER THEFT                   ,7,2020/05/26 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/26 00:00:00+00,2020/05/27 07:00:18+00,39288
-93.24735431,44.9386287,0035XX CEDAR AVE S,MP2020140239        ,3,5/25/20,00:00:00+00,1433,2/25/20,00:00:00+00,2020/05/25 19:33:00+00,300,CSCR    ,CSC - RAPE                    ,3,2020/05/26 00:00:00+00,20991,-93.247363,44.9386332,-10380248,5611865,Corcoran,2020/05/26 00:00:00+00,2020/05/27 07:00:18+00,39281
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2020139927        ,3,5/25/20,00:00:00+00,104,5/24/20,00:00:00+00,2020/05/25 06:04:00+00,2359,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/05/25 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2020/05/26 00:00:00+00,2020/05/27 07:00:18+00,37460
-93.24732736,44.95779743,0025XX CEDAR AVE S,MP2020139797        ,3,5/25/20,00:00:00+00,18,5/24/20,00:00:00+00,2020/05/25 05:18:00+00,2200,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/24 00:00:00+00,16946,-93.24733141,44.95779751,-10380245,5614880,East Phillips,2020/05/26 00:00:00+00,2020/05/27 07:00:18+00,37457
-93.24732736,44.90975227,0051XX CEDAR AVE S,MP2020138570        ,3,5/23/20,00:00:00+00,2035,5/23/20,00:00:00+00,2020/05/24 01:35:00+00,1728,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/05/24 00:00:00+00,15617,-93.24732854,44.90975332,-10380245,5607325,Hale,2020/05/24 00:00:00+00,2020/05/25 07:00:12+00,18651
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2020138358        ,3,5/23/20,00:00:00+00,1526,5/23/20,00:00:00+00,2020/05/23 20:26:00+00,1510,THEFT   ,OTHER THEFT                   ,7,2020/05/24 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2020/05/24 00:00:00+00,2020/05/25 07:00:12+00,18643
-93.24867484,44.94921521,0029XX 18TH AVE S,MP2020138006        ,3,43974,00:00:00+00,351,43974,00:00:00+00,2020/05/23 08:51:00+00,300,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/23 00:00:00+00,21409,-93.24868243,44.94921947,-10380395,5613530,East Phillips,2020/05/23 00:00:00+00,2020/05/24 07:00:19+00,14178
-93.27094407,44.94835056,0003XX LAKE ST E,MP2020136773        ,3,5/22/20,00:00:00+00,709,5/22/20,00:00:00+00,2020/05/22 12:09:00+00,440,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/22 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Phillips West,2020/05/22 00:00:00+00,2020/05/23 07:00:20+00,8389
-93.25186386,44.94836327,0015XX LAKE ST E,MP2020136762        ,3,5/22/20,00:00:00+00,657,5/22/20,00:00:00+00,2020/05/22 11:57:00+00,501,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/22 00:00:00+00,21922,-93.25186442,44.94836706,-10380750,5613396,East Phillips,2020/05/22 00:00:00+00,2020/05/23 07:00:20+00,8388
-93.26457502,44.94835056,0007XX LAKE ST E,MP2020136311        ,3,5/22/20,00:00:00+00,28,5/21/20,00:00:00+00,2020/05/22 05:28:00+00,1500,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/05/22 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Phillips West,2020/05/22 00:00:00+00,2020/05/22 07:00:14+00,1183
-93.24131763,44.94836963,0021XX LAKE ST E,MP2020136279        ,3,5/21/20,00:00:00+00,2057,5/21/20,00:00:00+00,2020/05/22 01:57:00+00,2000,ROBPER  ,ROBBERY OF PERSON             ,4,2020/05/22 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/05/22 00:00:00+00,2020/05/22 07:00:14+00,1180
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2020135498        ,3,43972,00:00:00+00,522,43972,00:00:00+00,2020/05/21 10:22:00+00,242,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/05/21 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/05/21 00:00:00+00,2020/05/22 07:00:14+00,1147
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020702789        ,3,5/20/20,00:00:00+00,1432,5/19/20,00:00:00+00,2020/05/20 19:32:00+00,1900,THEFT   ,OTHER THEFT                   ,7,2020/05/21 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/21 00:00:00+00,2020/05/22 07:00:14+00,1191
-93.24731838,44.92603044,0042XX CEDAR AVE S,MP2020134299        ,3,5/20/20,00:00:00+00,706,5/20/20,00:00:00+00,2020/05/20 12:06:00+00,200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/05/20 00:00:00+00,12236,-93.24731971,44.92603161,-10380244,5609884,Ericsson,2020/05/20 00:00:00+00,2020/05/21 07:00:13+00,40752
-93.23514621,44.94836963,0025XX LAKE ST E,MP2020133825        ,3,5/19/20,00:00:00+00,2350,5/19/20,00:00:00+00,2020/05/20 04:50:00+00,1919,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/20 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/05/20 00:00:00+00,2020/05/21 07:00:13+00,40735
-93.21205951,44.94833784,0042XX LAKE ST E,MP2020133605        ,3,5/19/20,00:00:00+00,2009,5/19/20,00:00:00+00,2020/05/20 01:09:00+00,1610,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/05/19 00:00:00+00,14495,-93.21206053,44.94834202,-10376319,5613392,Cooper,2020/05/19 00:00:00+00,2020/05/20 07:00:13+00,38894
-93.25058825,44.94836327,0016XX LAKE ST E,MP2020133370        ,3,5/19/20,00:00:00+00,1335,5/19/20,00:00:00+00,2020/05/19 18:35:00+00,1225,THEFT   ,OTHER THEFT                   ,7,2020/05/19 00:00:00+00,21924,-93.25059333,44.94836761,-10380608,5613396,Powderhorn Park,2020/05/19 00:00:00+00,2020/05/20 07:00:13+00,38880
-93.25440609,44.94836327,0014XX LAKE ST E,MP2020133175        ,3,5/19/20,00:00:00+00,917,5/18/20,00:00:00+00,2020/05/19 14:17:00+00,2200,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/19 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Powderhorn Park,2020/05/19 00:00:00+00,2020/05/20 07:00:13+00,38867
-93.24737228,44.94043458,0034XX CEDAR AVE S,MP2020133160        ,3,5/19/20,00:00:00+00,904,5/19/20,00:00:00+00,2020/05/19 14:04:00+00,840,THEFT   ,OTHER THEFT                   ,7,2020/05/19 00:00:00+00,11627,-93.24737347,44.94043612,-10380250,5612149,Powderhorn Park,2020/05/19 00:00:00+00,2020/05/20 07:00:13+00,38866
-93.2472555,44.96717283,0006XX CEDAR AVE S,MP2020131962        ,1,5/18/20,00:00:00+00,338,5/18/20,00:00:00+00,2020/05/18 08:38:00+00,338,ARSON   ,ARSON                         ,10,2020/05/18 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2020/06/13 00:00:00+00,2020/06/14 07:00:13+00,37178
-93.26457502,44.94835056,0007XX LAKE ST E,MP2020131931        ,3,5/18/20,00:00:00+00,257,5/18/20,00:00:00+00,2020/05/18 07:57:00+00,1,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/05/18 00:00:00+00,19105,-93.26458179,44.94835395,-10382165,5613394,Central,2020/05/18 00:00:00+00,2020/05/19 07:00:18+00,36783
